REPORT_TYPE,RACE_RAW,ARREST_YEAR,SEX,ARREST_TYPE,CHARGE,CHARGE_DESCRIPTION,ADDRESS,LATITUDE,LONGITUDE,BOOKING_LOCATION,geometry,Neighborhood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MAGDALENA,34.0639,-118.2306,METRO - JAIL DIVISION,"c(-118.2306, 34.0639)",Chinatown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,900 S  PACIFIC                      AV,33.7365,-118.2923,77TH ST,"c(-118.2923, 33.7365)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,18200    SHERMAN                      WY,34.2012,-118.5295,VALLEY - JAIL DIV,"c(-118.5295, 34.2012)",Reseda
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FRIGATE                      AV,33.7821,-118.278,77TH ST,"c(-118.278, 33.7821)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,9400    SEPULVEDA                    BL,34.2427,-118.4702,VALLEY - JAIL DIV,"c(-118.4702, 34.2427)",North Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,1900 W  22ND                         ST,34.0364,-118.3033,77TH ST,"c(-118.3033, 34.0364)",Adams-Normandie
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,200 N  VERMONT                      AV,34.0745,-118.296,METRO - JAIL DIVISION,"c(-118.296, 34.0745)",Koreatown
BOOKING,White,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,1200 W  58TH                         ST,33.9899,-118.2958,77TH ST,"c(-118.2958, 33.9899)",Vermont-Slauson
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,11TH,33.7342,-118.2879,77TH ST,"c(-118.2879, 33.7342)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,200 E  6TH                          ST,34.0448,-118.2474,METRO - JAIL DIVISION,"c(-118.2474, 34.0448)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,AVENUE 39,34.0912,-118.2111,METRO - JAIL DIVISION,"c(-118.2111, 34.0912)",Highland Park
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,BURTON,34.2206,-118.4079,VALLEY - JAIL DIV,"c(-118.4079, 34.2206)",Sun Valley
BOOKING,White,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,FOOTHILL,34.2597,-118.3114,VALLEY - JAIL DIV,"c(-118.3114, 34.2597)",Sunland
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1100 W  30TH                         ST,34.0274,-118.2867,77TH ST,"c(-118.2867, 34.0274)",University Park
BOOKING,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,35TH                         ST,34.0193,-118.2785,METRO - JAIL DIVISION,"c(-118.2785, 34.0193)",Historic South-Central
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,5100    CALENDA                      DR,34.1627,-118.638,VALLEY - JAIL DIV,"c(-118.638, 34.1627)",Woodland Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700 W  ANAHEIM                      ST,33.7796,-118.2702,77TH ST,"c(-118.2702, 33.7796)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,300 N  VERMONT                      AV,34.0777,-118.2961,METRO - JAIL DIVISION,"c(-118.2961, 34.0777)",East Hollywood
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,TRINITY                      ST,34.025,-118.2618,77TH ST,"c(-118.2618, 34.025)",Historic South-Central
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FRANKLIN                     AV,34.1052,-118.3375,HOLLYWOOD,"c(-118.3375, 34.1052)",Hollywood Hills
BOOKING,Hispanic/Latin/Mexican,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,20300    ENADIA                       WY,34.2001,-118.5753,VALLEY - JAIL DIV,"c(-118.5753, 34.2001)",Winnetka
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,RATNER,34.2167,-118.3703,VALLEY - JAIL DIV,"c(-118.3703, 34.2167)",Sun Valley
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VINELAND,34.1794,-118.3703,VALLEY - JAIL DIV,"c(-118.3703, 34.1794)",North Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,SANTA MONICA                 BL,34.0907,-118.3384,HOLLYWOOD,"c(-118.3384, 34.0907)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,FERNWOOD,34.0968,-118.3109,HOLLYWOOD,"c(-118.3109, 34.0968)",Hollywood
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VENICE,33.9973,-118.4464,PACIFIC,"c(-118.4464, 33.9973)",Venice
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,400 S  SAINT LOUIS                  ST,34.0423,-118.2155,METRO - JAIL DIVISION,"c(-118.2155, 34.0423)",Boyle Heights
BOOKING,White,2019,Female,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,2000 N  ARGYLE                       AV,34.1068,-118.3252,HOLLYWOOD,"c(-118.3252, 34.1068)",Hollywood Hills
BOOKING,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6200    HOLLYWOOD                    BL,34.1017,-118.3245,77TH ST,"c(-118.3245, 34.1017)",Hollywood
BOOKING,Black,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,300    WORLD                        WY,33.944,-118.4073,PACIFIC,"c(-118.4073, 33.944)",Westchester
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,TIARA,34.1785,-118.3746,VALLEY - JAIL DIV,"c(-118.3746, 34.1785)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,WILTON,34.0981,-118.3136,HOLLYWOOD,"c(-118.3136, 34.0981)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11350HS,POSSESS CONTROLLED SUBSTANCE,VAN NUYS                     BL,34.1757,-118.4846,VALLEY - JAIL DIV,"c(-118.4846, 34.1757)",Sepulveda Basin
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,7000    WOODMAN                      AV,34.1976,-118.4356,VALLEY - JAIL DIV,"c(-118.4356, 34.1976)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,600 S  ALVARADO                     ST,34.0596,-118.2749,METRO - JAIL DIVISION,"c(-118.2749, 34.0596)",Westlake
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,2200 W  6TH                          ST,34.0601,-118.2761,METRO - JAIL DIVISION,"c(-118.2761, 34.0601)",Westlake
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,6300    BRYNHURST                    AV,33.9829,-118.3338,77TH ST,"c(-118.3338, 33.9829)",Hyde Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,VERNON                       AV,34.0038,-118.274,77TH ST,"c(-118.274, 34.0038)",South Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1400    ABBOT KINNEY                 BL,33.9906,-118.4656,PACIFIC,"c(-118.4656, 33.9906)",Venice
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,5TH,34.0418,-118.2351,METRO - JAIL DIVISION,"c(-118.2351, 34.0418)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HEWITT                       ST,34.0418,-118.2351,METRO - JAIL DIVISION,"c(-118.2351, 34.0418)",Downtown
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1700 E  7TH                          ST,34.0348,-118.2362,METRO - JAIL DIVISION,"c(-118.2362, 34.0348)",Downtown
BOOKING,White,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WOODMAN                      AV,34.1867,-118.4312,VALLEY - JAIL DIV,"c(-118.4312, 34.1867)",Valley Glen
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,MARTEL,34.1007,-118.3494,HOLLYWOOD,"c(-118.3494, 34.1007)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,HOLLYWOOD,34.1016,-118.3387,HOLLYWOOD,"c(-118.3387, 34.1016)",Hollywood
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LINCOLN,33.9832,-118.4327,PACIFIC,"c(-118.4327, 33.9832)",Del Rey
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,GAFFEY                       ST,33.7694,-118.2955,77TH ST,"c(-118.2955, 33.7694)",San Pedro
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,YUCCA                        AV,34.0987,-118.3337,HOLLYWOOD,"c(-118.3337, 34.0987)",Hollywood
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,4500    WALL                         ST,34.0029,-118.2718,METRO - JAIL DIVISION,"c(-118.2718, 34.0029)",South Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,500 N  BUNKER HILL                  AV,34.0606,-118.2455,METRO - JAIL DIVISION,"c(-118.2455, 34.0606)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,13000    CRANSTON                     AV,34.3057,-118.4143,VALLEY - JAIL DIV,"c(-118.4143, 34.3057)",Sylmar
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,STRATHERN,34.2161,-118.4535,VALLEY - JAIL DIV,"c(-118.4535, 34.2161)",Panorama City
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,4800    SUNNYSLOPE                   AV,34.1576,-118.4269,VALLEY - JAIL DIV,"c(-118.4269, 34.1576)",Sherman Oaks
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,10TH                         AV,34.0241,-118.232,METRO - JAIL DIVISION,"c(-118.232, 34.0241)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,16000    SHERMAN                      WY,34.2012,-118.4815,VALLEY - JAIL DIV,"c(-118.4815, 34.2012)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,8TH                          ST,33.7369,-118.2814,77TH ST,"c(-118.2814, 33.7369)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,20500    HART                         ST,34.1974,-118.5797,VALLEY - JAIL DIV,"c(-118.5797, 34.1974)",Winnetka
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,67TH                         ST,33.9781,-118.3324,77TH ST,"c(-118.3324, 33.9781)",Hyde Park
BOOKING,Other,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WOODLEY                      AV,34.1717,-118.4757,VALLEY - JAIL DIV,"c(-118.4757, 34.1717)",Sepulveda Basin
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,VANALDEN,34.2175,-118.5492,VALLEY - JAIL DIV,"c(-118.5492, 34.2175)",Reseda
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,GAFFEY,33.7442,-118.2923,77TH ST,"c(-118.2923, 33.7442)",San Pedro
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,VICTORY,34.1866,-118.5535,VALLEY - JAIL DIV,"c(-118.5535, 34.1866)",Reseda
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,7400    CANBY                        AV,34.2048,-118.5339,VALLEY - JAIL DIV,"c(-118.5339, 34.2048)",Reseda
BOOKING,Black,2019,Male,Felony,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,S  FIGUEROA                     ST,34.014,-118.2827,77TH ST,"c(-118.2827, 34.014)",Exposition Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CROCKER,34.0401,-118.2459,METRO - JAIL DIVISION,"c(-118.2459, 34.0401)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,CULVER,33.9587,-118.4487,PACIFIC,"c(-118.4487, 33.9587)",Playa del Rey
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,2300 W  JEFFERSON                    BL,34.0276,-118.3229,77TH ST,"c(-118.3229, 34.0276)",Jefferson Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,7TH                          ST,34.0348,-118.235,METRO - JAIL DIVISION,"c(-118.235, 34.0348)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,800    CROCKER                      ST,34.0378,-118.2483,METRO - JAIL DIVISION,"c(-118.2483, 34.0378)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS                     BL,34.1867,-118.4487,VALLEY - JAIL DIV,"c(-118.4487, 34.1867)",Van Nuys
BOOKING,Other,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,4000 W  OLYMPIC                      BL,34.0539,-118.3207,METRO - JAIL DIVISION,"c(-118.3207, 34.0539)",Arlington Heights
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,VAN NUYS,34.2618,-118.428,VALLEY - JAIL DIV,"c(-118.428, 34.2618)",Pacoima
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WOODLEY                      AV,34.1867,-118.4836,VALLEY - JAIL DIV,"c(-118.4836, 34.1867)",Van Nuys
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,600 S  FIGUEROA                     ST,34.0509,-118.2585,METRO - JAIL DIVISION,"c(-118.2585, 34.0509)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6TH                          ST,34.0417,-118.2443,METRO - JAIL DIVISION,"c(-118.2443, 34.0417)",Downtown
BOOKING,Black,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3RD                          AV,33.9955,-118.4745,77TH ST,"c(-118.4745, 33.9955)",Venice
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3000 W  JEFFERSON                    BL,34.0256,-118.3282,77TH ST,"c(-118.3282, 34.0256)",Jefferson Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700    MAPLE                        AV,34.0424,-118.2493,METRO - JAIL DIVISION,"c(-118.2493, 34.0424)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,EASTERN,34.0843,-118.178,METRO - JAIL DIVISION,"c(-118.178, 34.0843)",El Sereno
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,EAGLE ROCK,34.1241,-118.2208,METRO - JAIL DIVISION,"c(-118.2208, 34.1241)",Eagle Rock
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6200    HOLLYWOOD                    BL,34.1017,-118.3245,HOLLYWOOD,"c(-118.3245, 34.1017)",Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,300 S  HILL                         ST,34.0517,-118.2491,METRO - JAIL DIVISION,"c(-118.2491, 34.0517)",Downtown
BOOKING,Other,2019,Female,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,STAGG                        ST,34.2121,-118.3889,VALLEY - JAIL DIV,"c(-118.3889, 34.2121)",Sun Valley
BOOKING,Black,2019,Female,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,HOLLYWOOD,34.1017,-118.3093,METRO - JAIL DIVISION,"c(-118.3093, 34.1017)",Los Feliz
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ROSLYNDALE                   AV,34.2279,-118.4213,VALLEY - JAIL DIV,"c(-118.4213, 34.2279)",Arleta
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LANKERSHIM,34.1831,-118.3856,VALLEY - JAIL DIV,"c(-118.3856, 34.1831)",North Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,900    VREELAND                     AV,33.7825,-118.2389,77TH ST,"c(-118.2389, 33.7825)",Wilmington
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,11600    BURBANK                      BL,34.1722,-118.3844,VALLEY - JAIL DIV,"c(-118.3844, 34.1722)",North Hollywood
BOOKING,Black,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,7600    RESEDA                       BL,34.2084,-118.536,VALLEY - JAIL DIV,"c(-118.536, 34.2084)",Reseda
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,7300    VISTA DEL MAR,33.9541,-118.4474,PACIFIC,"c(-118.4474, 33.9541)",Playa del Rey
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,PICO                         BL,34.0397,-118.4295,METRO - JAIL DIVISION,"c(-118.4295, 34.0397)",West Los Angeles
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WYANDOTTE,34.1938,-118.4702,VALLEY - JAIL DIV,"c(-118.4702, 34.1938)",Van Nuys
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,4800    FRANKLIN                     ST,34.1054,-118.2943,METRO - JAIL DIVISION,"c(-118.2943, 34.1054)",Los Feliz
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700 W  28TH                         ST,34.0264,-118.278,METRO - JAIL DIVISION,"c(-118.278, 34.0264)",University Park
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BORDEN,34.285,-118.4179,VALLEY - JAIL DIV,"c(-118.4179, 34.285)",Pacoima
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,200 S  LAFAYETTE                    PL,34.0697,-118.2779,METRO - JAIL DIVISION,"c(-118.2779, 34.0697)",Westlake
BOOKING,White,2019,Male,Misdemeanor,11550(A)HS,UNDER INFLUENCE CNTL SUB,GAFFEY                       AV,33.7379,-118.2923,77TH ST,"c(-118.2923, 33.7379)",San Pedro
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,WOODMAN                      AV,34.2062,-118.4312,VALLEY - JAIL DIV,"c(-118.4312, 34.2062)",Van Nuys
BOOKING,White,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,3100    WILSHIRE                     BL,34.0652,-118.2878,METRO - JAIL DIVISION,"c(-118.2878, 34.0652)",Koreatown
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,12400    PACIFIC                      AV,34.0027,-118.4328,PACIFIC,"c(-118.4328, 34.0027)",Mar Vista
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,W  3RD                          ST,34.0736,-118.3838,METRO - JAIL DIVISION,"c(-118.3838, 34.0736)",Beverly Grove
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,11TH                         ST,34.0363,-118.2672,METRO - JAIL DIVISION,"c(-118.2672, 34.0363)",Downtown
BOOKING,White,2019,Male,Felony,11350(A)HS,POSSESSION NARCOTIC CONTROLLED SUBSTANCE,80TH                         ST,33.9665,-118.2651,77TH ST,"c(-118.2651, 33.9665)",Florence
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LAUREL CANYON,34.2344,-118.4062,VALLEY - JAIL DIV,"c(-118.4062, 34.2344)",Sun Valley
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,600 W  7TH                          ST,34.0473,-118.2566,METRO - JAIL DIVISION,"c(-118.2566, 34.0473)",Downtown
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,2100    COTNER                       ST,34.0407,-118.4405,METRO - JAIL DIVISION,"c(-118.4405, 34.0407)",Sawtelle
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1400 S  SYCAMORE                     AV,34.0479,-118.3481,77TH ST,"c(-118.3481, 34.0479)",Mid-Wilshire
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,5TH,34.0488,-118.2518,METRO - JAIL DIVISION,"c(-118.2518, 34.0488)",Downtown
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,OLYMPIC,34.0517,-118.2798,METRO - JAIL DIVISION,"c(-118.2798, 34.0517)",Pico-Union
BOOKING,White,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,6700    FALLBROOK                    AV,34.1883,-118.6274,VALLEY - JAIL DIV,"c(-118.6274, 34.1883)",West Hills
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BEVERLY,34.0761,-118.3742,METRO - JAIL DIVISION,"c(-118.3742, 34.0761)",Beverly Grove
BOOKING,Black,2019,Male,Misdemeanor,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,ENCINO                       ST,34.2084,-118.5142,VALLEY - JAIL DIV,"c(-118.5142, 34.2084)",Lake Balboa
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,OLYMPIC,34.0243,-118.2198,METRO - JAIL DIVISION,"c(-118.2198, 34.0243)",Boyle Heights
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,500 S  HILL                         ST,34.0488,-118.2518,METRO - JAIL DIVISION,"c(-118.2518, 34.0488)",Downtown
BOOKING,White,2019,Female,Felony,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,GENESEE                      AV,34.0838,-118.3584,METRO - JAIL DIVISION,"c(-118.3584, 34.0838)",Fairfax
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1000 N  NEW HAMPSHIRE                AV,34.0895,-118.2928,METRO - JAIL DIVISION,"c(-118.2928, 34.0895)",East Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377HS,POSSESSION CONTROLLED SUBSTANCE,600 E  87TH                         ST,33.9592,-118.2651,77TH ST,"c(-118.2651, 33.9592)",Green Meadows
BOOKING,Black,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LA BREA,34.0871,-118.3441,METRO - JAIL DIVISION,"c(-118.3441, 34.0871)",Hollywood
BOOKING,Hispanic/Latin/Mexican,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BURBANK                      BL,34.1717,-118.4757,VALLEY - JAIL DIV,"c(-118.4757, 34.1717)",Sepulveda Basin
BOOKING,White,2019,Male,Misdemeanor,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,400 S  FAYETTE PARK                 PL,34.0657,-118.2825,METRO - JAIL DIVISION,"c(-118.2825, 34.0657)",Westlake
